,Categorie,precision,recall,f1-score,support,programme,libelle,id
139,40,0.7062937062937062,0.603585657370518,0.6509129967776585,502.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
140,50,0.4934383202099737,0.5595238095238095,0.5244072524407253,336.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
141,60,0.8104575163398693,0.7469879518072289,0.7774294670846394,166.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
142,1140,0.6839080459770115,0.6685393258426966,0.6761363636363636,534.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
143,1160,0.9229813664596274,0.9393173198482933,0.931077694235589,791.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
144,1180,0.2929936305732484,0.6013071895424836,0.3940042826552462,153.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
145,1280,0.5017964071856288,0.4301848049281314,0.4632393587617469,974.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
146,1281,0.3384955752212389,0.3695652173913043,0.3533487297921478,414.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
147,1300,0.7251624883936861,0.781,0.7520462205103515,1000.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
148,1301,0.6902173913043478,0.7888198757763976,0.7362318840579709,161.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
149,1302,0.6341463414634146,0.5742971887550201,0.6027397260273972,498.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
150,1320,0.6289198606271778,0.5570987654320988,0.5908346972176759,648.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
151,1560,0.6610526315789473,0.628,0.6441025641025642,1000.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
152,1920,0.8169642857142857,0.8501742160278746,0.8332384746727376,861.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
153,1940,0.6296296296296297,0.84472049689441,0.7214854111405836,161.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
154,2060,0.5940390544707091,0.5785785785785785,0.5862068965517241,999.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
155,2220,0.4935897435897436,0.4666666666666667,0.4797507788161994,165.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
156,2280,0.7846790890269151,0.7962184873949579,0.7904066736183524,952.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
157,2403,0.7221633085896076,0.7130890052356021,0.7175974710221287,955.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
158,2462,0.5459770114942529,0.6690140845070423,0.6012658227848101,284.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
159,2522,0.8296639629200464,0.717434869739479,0.76947877485223,998.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
160,2582,0.519455252918288,0.5154440154440154,0.5174418604651163,518.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
161,2583,0.8155818540433925,0.827,0.8212512413108242,1000.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
162,2585,0.6053719008264463,0.5871743486973948,0.5961342828077314,499.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
163,2705,0.8420138888888888,0.8786231884057971,0.8599290780141843,552.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
164,2905,0.7452830188679245,0.9080459770114944,0.8186528497409327,174.0,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
165,accuracy,0.6811785400175902,0.6811785400175902,0.6811785400175902,0.6811785400175902,Model_Img_Reseau_RGB_EfficientNetB5_V01,EfficientNetB5 4000-2000 SIZE400 DEFREEZE  DR40-CC1024-CC1024-DR40,CNN26
166,10,0.4964788732394366,0.4526484751203852,0.473551637279597,623.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
167,40,0.6367521367521367,0.5936254980079682,0.6144329896907217,502.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
168,50,0.4774193548387097,0.4404761904761904,0.4582043343653251,336.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
169,60,0.6961325966850829,0.7590361445783133,0.7262247838616714,166.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
170,1140,0.6165884194053208,0.7378277153558053,0.6717817561807332,534.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
171,1160,0.8856447688564477,0.9203539823008848,0.9026658400495972,791.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
172,1180,0.4662162162162162,0.4509803921568627,0.4584717607973422,153.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
173,1280,0.510989010989011,0.3819301848049281,0.4371327849588719,974.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
174,1281,0.3843537414965986,0.2729468599033816,0.3192090395480225,414.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
175,1300,0.6212238574748257,0.802,0.7001309471846355,1000.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
176,1301,0.5754189944134078,0.639751552795031,0.6058823529411764,161.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
177,1302,0.5069444444444444,0.4397590361445783,0.4709677419354838,498.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
178,1320,0.5337954939341422,0.4753086419753086,0.5028571428571429,648.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
179,1560,0.5871287128712871,0.593,0.590049751243781,1000.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
180,1920,0.7937649880095923,0.7688734030197445,0.7811209439528023,861.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
181,1940,0.5665236051502146,0.8198757763975155,0.6700507614213197,161.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
182,2060,0.5379609544468547,0.4964964964964965,0.5163977095262884,999.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
183,2220,0.4736842105263157,0.4909090909090909,0.4821428571428571,165.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
184,2280,0.7450424929178471,0.8287815126050421,0.7846842366981602,952.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
185,2403,0.6951631046119235,0.6471204188481675,0.6702819956616053,955.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
186,2462,0.5426829268292683,0.6267605633802817,0.5816993464052288,284.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
187,2522,0.6669741697416974,0.7244488977955912,0.6945244956772334,998.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
188,2582,0.5363128491620112,0.3706563706563706,0.4383561643835616,518.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
189,2583,0.7348017621145374,0.834,0.7812646370023419,1000.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
190,2585,0.4777777777777778,0.4308617234468938,0.4531085353003161,499.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
191,2705,0.566006600660066,0.6213768115942029,0.5924006908462867,552.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
192,2905,0.5544554455445545,0.6436781609195402,0.5957446808510638,174.0,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
193,accuracy,0.6238220882020354,0.6238220882020354,0.6238220882020354,0.6238220882020354,Model_Img_Reseau_RGB_VGG16_V01,VGG16 Adam 4000-2000 SIZE400 DeFreeze  DR50-CC1024-NORM-CC1024-40,CNN10
194,10,0.5192660550458715,0.4542536115569823,0.4845890410958904,623.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
195,40,0.5956937799043063,0.4960159362549801,0.541304347826087,502.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
196,50,0.4803625377643504,0.4732142857142857,0.4767616191904048,336.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
197,60,0.6730769230769231,0.8433734939759037,0.7486631016042781,166.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
198,1140,0.6137931034482759,0.6666666666666666,0.6391382405745063,534.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
199,1160,0.9002433090024331,0.9355246523388115,0.917544947303162,791.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
200,1180,0.4928571428571429,0.4509803921568627,0.4709897610921502,153.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
201,1280,0.4970414201183432,0.4312114989733059,0.4617921935129192,974.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
202,1281,0.4244372990353697,0.3188405797101449,0.3641379310344828,414.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
203,1300,0.6498800959232613,0.8057482656095144,0.7194690265486726,1009.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
204,1301,0.5980861244019139,0.7763975155279503,0.6756756756756757,161.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
205,1302,0.5456570155902004,0.4919678714859438,0.5174234424498416,498.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
206,1320,0.6201117318435754,0.5138888888888888,0.5620253164556962,648.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
207,1560,0.6190954773869347,0.6068965517241379,0.6129353233830847,1015.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
208,1920,0.822637106184364,0.818815331010453,0.820721769499418,861.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
209,1940,0.6294416243654822,0.7701863354037267,0.6927374301675977,161.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
210,2060,0.6009501187648456,0.5065065065065065,0.5497012493210212,999.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
211,2220,0.6126760563380281,0.5272727272727272,0.5667752442996742,165.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
212,2280,0.7207661290322581,0.7510504201680672,0.73559670781893,952.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
213,2403,0.6656378600823045,0.6774869109947644,0.6715101193565127,955.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
214,2462,0.5420054200542005,0.704225352112676,0.6125574272588055,284.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
215,2522,0.6462882096069869,0.7414829659318637,0.6906206252916472,998.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
216,2582,0.5201793721973094,0.4478764478764478,0.4813278008298755,518.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
217,2583,0.8653748087710352,0.8310479921645446,0.8478641019235574,2042.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
218,2585,0.5418410041841004,0.5190380761523046,0.5301944728761515,499.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
219,2705,0.5382308845577212,0.6503623188405797,0.5890073831009024,552.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
220,2905,0.4690909090909091,0.7413793103448276,0.5746102449888641,174.0,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
221,accuracy,0.652378709373528,0.652378709373528,0.652378709373528,0.652378709373528,Model_Img_Reseau_EfficientNetB1_V01,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze DR50-CC1024-NORM-CC1024-DR40-BATCH16,CNN01
222,10,0.5771428571428572,0.4863563402889245,0.5278745644599303,623.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
223,40,0.5585106382978723,0.4183266932270916,0.4783599088838269,502.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
224,50,0.4970238095238095,0.4970238095238095,0.4970238095238095,336.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
225,60,0.5958333333333333,0.8614457831325302,0.704433497536946,166.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
226,1140,0.6230636833046471,0.6779026217228464,0.6493273542600896,534.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
227,1160,0.8832731648616126,0.9279393173198482,0.905055487053021,791.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
228,1180,0.4719101123595505,0.5490196078431373,0.5075528700906343,153.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
229,1280,0.5435967302452316,0.4096509240246406,0.4672131147540984,974.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
230,1281,0.4306049822064057,0.2922705314009662,0.3482014388489209,414.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
231,1300,0.6696,0.8295341922695738,0.7410358565737052,1009.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
232,1301,0.5633802816901409,0.7453416149068323,0.6417112299465241,161.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
233,1302,0.5502183406113537,0.5060240963855421,0.5271966527196652,498.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
234,1320,0.5827586206896552,0.5216049382716049,0.5504885993485342,648.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
235,1560,0.6303901437371663,0.6049261083743842,0.6173956762192057,1015.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
236,1920,0.8072562358276644,0.826945412311266,0.816982214572576,861.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
237,1940,0.5040650406504065,0.7701863354037267,0.6093366093366094,161.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
238,2060,0.632183908045977,0.4954954954954955,0.5555555555555555,999.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
239,2220,0.478494623655914,0.5393939393939394,0.5071225071225071,165.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
240,2280,0.6654099905749293,0.7415966386554622,0.7014406358668653,952.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
241,2403,0.6989374262101535,0.6198952879581152,0.6570477247502775,955.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
242,2462,0.5075757575757576,0.7077464788732394,0.5911764705882353,284.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
243,2522,0.6771507863089732,0.7334669338677354,0.7041847041847041,998.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
244,2582,0.5729442970822282,0.416988416988417,0.4826815642458101,518.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
245,2583,0.841799709724238,0.8521057786483839,0.8469213920661961,2042.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
246,2585,0.5954545454545455,0.5250501002004008,0.5580404685835996,499.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
247,2705,0.5630810092961488,0.7681159420289855,0.649808429118774,552.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
248,2905,0.4058441558441558,0.7183908045977011,0.5186721991701245,174.0,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
249,accuracy,0.6536740461610928,0.6536740461610928,0.6536740461610928,0.6536740461610928,Model_Img_Reseau_RGB_EfficientNetB1_V02,EfficientNetB1 Adam 4000-2000 SIZE400 DeFreeze  POOL-DR40-CC1024-NORM-CC1024-DR40- BATCH16,CNN02
250,10,0.583180987202925,0.5120385232744783,0.5452991452991454,623.0,Model_Img_Reseau_InceptionV3_V03,InceptionV3 Adam 4000-2000 SIZE400 DeFreeze 43 DR40-CC1024-NORM-1024-DR40 - BATCH16,CNN22
251,40,0.6175,0.4920318725099601,0.5476718403547672,502.0,Model_Img_Reseau_InceptionV3_V03,InceptionV3 Adam 4000-2000 SIZE400 DeFreeze 43 DR40-CC1024-NORM-1024-DR40 - BATCH16,CNN22
252,50,0.5048231511254019,0.4672619047619047,0.4853168469860896,336.0,Model_Img_Reseau_InceptionV3_V03,InceptionV3 Adam 4000-2000 SIZE400 DeFreeze 43 DR40-CC1024-NORM-1024-DR40 - BATCH16,CNN22
253,60,0.6927083333333334,0.8012048192771084,0.7430167597765364,166.0,Model_Img_Reseau_InceptionV3_V03,InceptionV3 Adam 4000-2000 SIZE400 DeFreeze 43 DR40-CC1024-NORM-1024-DR40 - BATCH16,CNN22
254,1140,0.6123499142367067,0.6685393258426966,0.639212175470009,534.0,Model_Img_Reseau_InceptionV3_V03,InceptionV3 Adam 4000-2000 SIZE400 DeFreeze 43 DR40-CC1024-NORM-1024-DR40 - BATCH16,CNN22
