,Unnamed: 0.2,Unnamed: 0.1,Epoch,accuracy,programme,libelle,id
177,177.0,177.0,18,0.3122256994247436,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
178,178.0,178.0,19,0.3138239979743957,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
179,179.0,179.0,20,0.3175533413887024,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
180,180.0,180.0,21,0.322627305984497,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
181,181.0,181.0,22,0.3288428783416748,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
182,182.0,182.0,23,0.3292234241962433,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
183,183.0,183.0,24,0.3325468599796295,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
184,184.0,184.0,25,0.335286796092987,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
185,185.0,185.0,26,0.3425425589084625,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
186,186.0,186.0,27,0.345307856798172,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
187,187.0,187.0,28,0.3500012755393982,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
188,188.0,188.0,29,0.3538320958614349,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
189,189.0,189.0,30,0.3560646474361419,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
190,190.0,190.0,31,0.3583986461162567,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
191,191.0,191.0,32,0.3632950186729431,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
192,192.0,192.0,33,0.3677600920200348,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
193,193.0,193.0,34,0.3698911666870117,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
194,194.0,194.0,35,0.3728086948394775,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
195,195.0,195.0,36,0.3778826296329498,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
196,196.0,196.0,37,0.380343496799469,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
197,197.0,197.0,38,0.3829312324523926,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
198,198.0,198.0,39,0.3889946043491363,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
199,199.0,199.0,40,0.3903138339519501,IMG_Reseau_Images_undersampling_L2,undersampling max 2400 L2=0.0001,UNDER06
200,200.0,200.0,1,0.1404216438531875,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
201,201.0,201.0,2,0.1893091797828674,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
202,202.0,202.0,3,0.2046832591295242,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
203,203.0,203.0,4,0.220869168639183,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
204,204.0,204.0,5,0.2287084311246872,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
205,205.0,205.0,6,0.2374610006809234,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
206,206.0,206.0,7,0.2430930882692337,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
207,207.0,207.0,8,0.2483953684568405,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
208,208.0,208.0,9,0.2547885477542877,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
209,209.0,209.0,10,0.2576299607753753,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
210,210.0,210.0,11,0.2619935572147369,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
211,211.0,211.0,12,0.2652662694454193,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
212,212.0,212.0,13,0.2663825154304504,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
213,213.0,213.0,14,0.2701372504234314,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
214,214.0,214.0,15,0.2730801403522491,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
215,215.0,215.0,16,0.2728010714054107,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
216,216.0,216.0,17,0.2724205255508423,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
217,217.0,217.0,18,0.2763528525829315,IMG_Reseau_Images_undersampling_L1,undersampling max 2400 L1=0.0001,UNDER05
